standort,zielcluster,referenzpaar,referenzcluster,gewichtungsverfahren,referenzgewicht_0_bis_1
Paderborn,PA-10,PA-06--PA-11,PA-06,Gleichgewichtung,0.5
Paderborn,PA-10,PA-06--PA-11,PA-11,Gleichgewichtung,0.5
Paderborn,PA-10,PA-06--PA-11,PA-06,1/d^2,0.4041783220916522
Paderborn,PA-10,PA-06--PA-11,PA-11,1/d^2,0.5958216779083477
Paderborn,PA-10,PA-06--PA-11,PA-06,Wald + Wind,0.5742597428514004
Paderborn,PA-10,PA-06--PA-11,PA-11,Wald + Wind,0.4257402571485997
Paderborn,PA-10,PA-06--PA-11,PA-06,Vollstaendig,0.5457504277809694
Paderborn,PA-10,PA-06--PA-11,PA-11,Vollstaendig,0.4542495722190306
Paderborn,PA-10,PA-06--PA-12,PA-06,Gleichgewichtung,0.5
Paderborn,PA-10,PA-06--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-10,PA-06--PA-12,PA-06,1/d^2,0.4981515470604846
Paderborn,PA-10,PA-06--PA-12,PA-12,1/d^2,0.5018484529395153
Paderborn,PA-10,PA-06--PA-12,PA-06,Wald + Wind,0.6982023275789684
Paderborn,PA-10,PA-06--PA-12,PA-12,Wald + Wind,0.3017976724210315
Paderborn,PA-10,PA-06--PA-12,PA-06,Vollstaendig,0.5724951398707913
Paderborn,PA-10,PA-06--PA-12,PA-12,Vollstaendig,0.4275048601292087
Paderborn,PA-10,PA-07--PA-08,PA-07,Gleichgewichtung,0.5
Paderborn,PA-10,PA-07--PA-08,PA-08,Gleichgewichtung,0.5
Paderborn,PA-10,PA-07--PA-08,PA-07,1/d^2,0.617209979011166
Paderborn,PA-10,PA-07--PA-08,PA-08,1/d^2,0.3827900209888341
Paderborn,PA-10,PA-07--PA-08,PA-07,Wald + Wind,0.4004589049742763
Paderborn,PA-10,PA-07--PA-08,PA-08,Wald + Wind,0.5995410950257237
Paderborn,PA-10,PA-07--PA-08,PA-07,Vollstaendig,0.4950629365083767
Paderborn,PA-10,PA-07--PA-08,PA-08,Vollstaendig,0.5049370634916233
Paderborn,PA-10,PA-07--PA-09,PA-07,Gleichgewichtung,0.5
Paderborn,PA-10,PA-07--PA-09,PA-09,Gleichgewichtung,0.5
Paderborn,PA-10,PA-07--PA-09,PA-07,1/d^2,0.4939465945968939
Paderborn,PA-10,PA-07--PA-09,PA-09,1/d^2,0.5060534054031062
Paderborn,PA-10,PA-07--PA-09,PA-07,Wald + Wind,0.4135988749142731
Paderborn,PA-10,PA-07--PA-09,PA-09,Wald + Wind,0.586401125085727
Paderborn,PA-10,PA-07--PA-09,PA-07,Vollstaendig,0.5102290900801599
Paderborn,PA-10,PA-07--PA-09,PA-09,Vollstaendig,0.48977090991984
Paderborn,PA-10,PA-07--PA-11,PA-07,Gleichgewichtung,0.5
Paderborn,PA-10,PA-07--PA-11,PA-11,Gleichgewichtung,0.5
Paderborn,PA-10,PA-07--PA-11,PA-07,1/d^2,0.3257783554787816
Paderborn,PA-10,PA-07--PA-11,PA-11,1/d^2,0.6742216445212185
Paderborn,PA-10,PA-07--PA-11,PA-07,Wald + Wind,0.4268307971473232
Paderborn,PA-10,PA-07--PA-11,PA-11,Wald + Wind,0.5731692028526767
Paderborn,PA-10,PA-07--PA-11,PA-07,Vollstaendig,0.5297239638177442
Paderborn,PA-10,PA-07--PA-11,PA-11,Vollstaendig,0.4702760361822558
Paderborn,PA-10,PA-07--PA-12,PA-07,Gleichgewichtung,0.5
Paderborn,PA-10,PA-07--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-10,PA-07--PA-12,PA-07,1/d^2,0.414194964032526
Paderborn,PA-10,PA-07--PA-12,PA-12,1/d^2,0.5858050359674739
Paderborn,PA-10,PA-07--PA-12,PA-07,Wald + Wind,0.560873147213974
Paderborn,PA-10,PA-07--PA-12,PA-12,Wald + Wind,0.4391268527860261
Paderborn,PA-10,PA-07--PA-12,PA-07,Vollstaendig,0.5566457155918073
Paderborn,PA-10,PA-07--PA-12,PA-12,Vollstaendig,0.4433542844081926
Paderborn,PA-10,PA-08--PA-09,PA-08,Gleichgewichtung,0.5
Paderborn,PA-10,PA-08--PA-09,PA-09,Gleichgewichtung,0.5
Paderborn,PA-10,PA-08--PA-09,PA-08,1/d^2,0.3770854566570228
Paderborn,PA-10,PA-08--PA-09,PA-09,1/d^2,0.6229145433429771
Paderborn,PA-10,PA-08--PA-09,PA-08,Wald + Wind,0.5136081142508148
Paderborn,PA-10,PA-08--PA-09,PA-09,Wald + Wind,0.4863918857491851
Paderborn,PA-10,PA-08--PA-09,PA-08,Vollstaendig,0.5151630905263781
Paderborn,PA-10,PA-08--PA-09,PA-09,Vollstaendig,0.4848369094736219
Paderborn,PA-10,PA-08--PA-11,PA-08,Gleichgewichtung,0.5
Paderborn,PA-10,PA-08--PA-11,PA-11,Gleichgewichtung,0.5
Paderborn,PA-10,PA-08--PA-11,PA-08,1/d^2,0.2305755230777915
Paderborn,PA-10,PA-08--PA-11,PA-11,1/d^2,0.7694244769222084
Paderborn,PA-10,PA-08--PA-11,PA-08,Wald + Wind,0.5271632491695587
Paderborn,PA-10,PA-08--PA-11,PA-11,Wald + Wind,0.4728367508304413
Paderborn,PA-10,PA-08--PA-11,PA-08,Vollstaendig,0.5346406933475514
Paderborn,PA-10,PA-08--PA-11,PA-11,Vollstaendig,0.4653593066524486
Paderborn,PA-10,PA-08--PA-12,PA-08,Gleichgewichtung,0.5
Paderborn,PA-10,PA-08--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-10,PA-08--PA-12,PA-08,1/d^2,0.3048361957178458
Paderborn,PA-10,PA-08--PA-12,PA-12,1/d^2,0.6951638042821542
Paderborn,PA-10,PA-08--PA-12,PA-08,Wald + Wind,0.6566182055193654
Paderborn,PA-10,PA-08--PA-12,PA-12,Wald + Wind,0.3433817944806346
Paderborn,PA-10,PA-08--PA-12,PA-08,Vollstaendig,0.5615139662404166
Paderborn,PA-10,PA-08--PA-12,PA-12,Vollstaendig,0.4384860337595834
Paderborn,PA-10,PA-09--PA-11,PA-09,Gleichgewichtung,0.5
Paderborn,PA-10,PA-09--PA-11,PA-11,Gleichgewichtung,0.5
Paderborn,PA-10,PA-09--PA-11,PA-09,1/d^2,0.331119331537255
Paderborn,PA-10,PA-09--PA-11,PA-11,1/d^2,0.668880668462745
Paderborn,PA-10,PA-09--PA-11,PA-09,Wald + Wind,0.5135752067088539
Paderborn,PA-10,PA-09--PA-11,PA-11,Wald + Wind,0.4864247932911462
Paderborn,PA-10,PA-09--PA-11,PA-09,Vollstaendig,0.5195186122037474
Paderborn,PA-10,PA-09--PA-11,PA-11,Vollstaendig,0.4804813877962526
Paderborn,PA-10,PA-09--PA-12,PA-09,Gleichgewichtung,0.5
Paderborn,PA-10,PA-09--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-10,PA-09--PA-12,PA-09,1/d^2,0.4200823284314848
Paderborn,PA-10,PA-09--PA-12,PA-12,1/d^2,0.5799176715685153
Paderborn,PA-10,PA-09--PA-12,PA-09,Wald + Wind,0.6442397515560869
Paderborn,PA-10,PA-09--PA-12,PA-12,Wald + Wind,0.355760248443913
Paderborn,PA-10,PA-09--PA-12,PA-09,Vollstaendig,0.5465244569441042
Paderborn,PA-10,PA-09--PA-12,PA-12,Vollstaendig,0.4534755430558958
Paderborn,PA-10,PA-11--PA-12,PA-11,Gleichgewichtung,0.5
Paderborn,PA-10,PA-11--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-10,PA-11--PA-12,PA-11,1/d^2,0.5940398510229689
Paderborn,PA-10,PA-11--PA-12,PA-12,1/d^2,0.4059601489770312
Paderborn,PA-10,PA-11--PA-12,PA-11,Wald + Wind,0.6316960326582488
Paderborn,PA-10,PA-11--PA-12,PA-12,Wald + Wind,0.3683039673417511
Paderborn,PA-10,PA-11--PA-12,PA-11,Vollstaendig,0.5271042976139928
Paderborn,PA-10,PA-11--PA-12,PA-12,Vollstaendig,0.4728957023860072
Paderborn,PA-11,PA-01--PA-02,PA-01,Gleichgewichtung,0.5
Paderborn,PA-11,PA-01--PA-02,PA-02,Gleichgewichtung,0.5
Paderborn,PA-11,PA-01--PA-02,PA-01,1/d^2,0.5167303662054353
Paderborn,PA-11,PA-01--PA-02,PA-02,1/d^2,0.4832696337945646
Paderborn,PA-11,PA-01--PA-02,PA-01,Wald + Wind,0.4111373821422437
Paderborn,PA-11,PA-01--PA-02,PA-02,Wald + Wind,0.5888626178577562
Paderborn,PA-11,PA-01--PA-02,PA-01,Vollstaendig,0.4163159484865407
Paderborn,PA-11,PA-01--PA-02,PA-02,Vollstaendig,0.5836840515134593
Paderborn,PA-11,PA-01--PA-03,PA-01,Gleichgewichtung,0.5
Paderborn,PA-11,PA-01--PA-03,PA-03,Gleichgewichtung,0.5
Paderborn,PA-11,PA-01--PA-03,PA-01,1/d^2,0.3771878432461619
Paderborn,PA-11,PA-01--PA-03,PA-03,1/d^2,0.6228121567538379
Paderborn,PA-11,PA-01--PA-03,PA-01,Wald + Wind,0.2909140400004852
Paderborn,PA-11,PA-01--PA-03,PA-03,Wald + Wind,0.7090859599995147
Paderborn,PA-11,PA-01--PA-03,PA-01,Vollstaendig,0.3962824661006611
Paderborn,PA-11,PA-01--PA-03,PA-03,Vollstaendig,0.6037175338993389
Paderborn,PA-11,PA-01--PA-04,PA-01,Gleichgewichtung,0.5
Paderborn,PA-11,PA-01--PA-04,PA-04,Gleichgewichtung,0.5
Paderborn,PA-11,PA-01--PA-04,PA-01,1/d^2,0.3252410275590952
Paderborn,PA-11,PA-01--PA-04,PA-04,1/d^2,0.6747589724409048
Paderborn,PA-11,PA-01--PA-04,PA-01,Wald + Wind,0.321181755814457
Paderborn,PA-11,PA-01--PA-04,PA-04,Wald + Wind,0.678818244185543
Paderborn,PA-11,PA-01--PA-04,PA-01,Vollstaendig,0.4470326327242052
Paderborn,PA-11,PA-01--PA-04,PA-04,Vollstaendig,0.5529673672757948
Paderborn,PA-11,PA-01--PA-05,PA-01,Gleichgewichtung,0.5
Paderborn,PA-11,PA-01--PA-05,PA-05,Gleichgewichtung,0.5
Paderborn,PA-11,PA-01--PA-05,PA-01,1/d^2,0.2155061750505098
Paderborn,PA-11,PA-01--PA-05,PA-05,1/d^2,0.78449382494949
Paderborn,PA-11,PA-01--PA-05,PA-01,Wald + Wind,0.1560620246240822
Paderborn,PA-11,PA-01--PA-05,PA-05,Wald + Wind,0.8439379753759179
Paderborn,PA-11,PA-01--PA-05,PA-01,Vollstaendig,0.3688532088961155
Paderborn,PA-11,PA-01--PA-05,PA-05,Vollstaendig,0.6311467911038845
Paderborn,PA-11,PA-01--PA-06,PA-01,Gleichgewichtung,0.5
Paderborn,PA-11,PA-01--PA-06,PA-06,Gleichgewichtung,0.5
Paderborn,PA-11,PA-01--PA-06,PA-01,1/d^2,0.1228481238083528
Paderborn,PA-11,PA-01--PA-06,PA-06,1/d^2,0.8771518761916471
Paderborn,PA-11,PA-01--PA-06,PA-01,Wald + Wind,0.1407592326181832
Paderborn,PA-11,PA-01--PA-06,PA-06,Wald + Wind,0.8592407673818169
Paderborn,PA-11,PA-01--PA-06,PA-01,Vollstaendig,0.3914719193187498
Paderborn,PA-11,PA-01--PA-06,PA-06,Vollstaendig,0.6085280806812502
Paderborn,PA-11,PA-01--PA-07,PA-01,Gleichgewichtung,0.5
Paderborn,PA-11,PA-01--PA-07,PA-07,Gleichgewichtung,0.5
Paderborn,PA-11,PA-01--PA-07,PA-01,1/d^2,0.1334765426854119
Paderborn,PA-11,PA-01--PA-07,PA-07,1/d^2,0.866523457314588
Paderborn,PA-11,PA-01--PA-07,PA-01,Wald + Wind,0.1425934616338498
Paderborn,PA-11,PA-01--PA-07,PA-07,Wald + Wind,0.8574065383661501
Paderborn,PA-11,PA-01--PA-07,PA-01,Vollstaendig,0.3577564741388565
Paderborn,PA-11,PA-01--PA-07,PA-07,Vollstaendig,0.6422435258611435
Paderborn,PA-11,PA-01--PA-08,PA-01,Gleichgewichtung,0.5
Paderborn,PA-11,PA-01--PA-08,PA-08,Gleichgewichtung,0.5
Paderborn,PA-11,PA-01--PA-08,PA-01,1/d^2,0.1616652405157062
Paderborn,PA-11,PA-01--PA-08,PA-08,1/d^2,0.8383347594842937
Paderborn,PA-11,PA-01--PA-08,PA-01,Wald + Wind,0.1416149948924342
Paderborn,PA-11,PA-01--PA-08,PA-08,Wald + Wind,0.8583850051075659
Paderborn,PA-11,PA-01--PA-08,PA-01,Vollstaendig,0.3491256269080028
Paderborn,PA-11,PA-01--PA-08,PA-08,Vollstaendig,0.6508743730919972
Paderborn,PA-11,PA-01--PA-09,PA-01,Gleichgewichtung,0.5
Paderborn,PA-11,PA-01--PA-09,PA-09,Gleichgewichtung,0.5
Paderborn,PA-11,PA-01--PA-09,PA-01,1/d^2,0.0656511824104027
Paderborn,PA-11,PA-01--PA-09,PA-09,1/d^2,0.9343488175895972
Paderborn,PA-11,PA-01--PA-09,PA-01,Wald + Wind,0.169334998702711
Paderborn,PA-11,PA-01--PA-09,PA-09,Wald + Wind,0.830665001297289
Paderborn,PA-11,PA-01--PA-09,PA-01,Vollstaendig,0.3506258686424689
Paderborn,PA-11,PA-01--PA-09,PA-09,Vollstaendig,0.6493741313575311
Paderborn,PA-11,PA-01--PA-10,PA-01,Gleichgewichtung,0.5
Paderborn,PA-11,PA-01--PA-10,PA-10,Gleichgewichtung,0.5
Paderborn,PA-11,PA-01--PA-10,PA-01,1/d^2,0.0277747553260788
Paderborn,PA-11,PA-01--PA-10,PA-10,1/d^2,0.9722252446739212
Paderborn,PA-11,PA-01--PA-10,PA-01,Wald + Wind,0.1479196787627696
Paderborn,PA-11,PA-01--PA-10,PA-10,Wald + Wind,0.8520803212372303
Paderborn,PA-11,PA-01--PA-10,PA-01,Vollstaendig,0.3878521679034795
Paderborn,PA-11,PA-01--PA-10,PA-10,Vollstaendig,0.6121478320965206
Paderborn,PA-11,PA-01--PA-12,PA-01,Gleichgewichtung,0.5
Paderborn,PA-11,PA-01--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-11,PA-01--PA-12,PA-01,1/d^2,0.0046803248462237
Paderborn,PA-11,PA-01--PA-12,PA-12,1/d^2,0.9953196751537764
Paderborn,PA-11,PA-01--PA-12,PA-01,Wald + Wind,0.1040360104935304
Paderborn,PA-11,PA-01--PA-12,PA-12,Wald + Wind,0.8959639895064695
Paderborn,PA-11,PA-01--PA-12,PA-01,Vollstaendig,0.3065721665249189
Paderborn,PA-11,PA-01--PA-12,PA-12,Vollstaendig,0.693427833475081
Paderborn,PA-11,PA-02--PA-03,PA-02,Gleichgewichtung,0.5
Paderborn,PA-11,PA-02--PA-03,PA-03,Gleichgewichtung,0.5
Paderborn,PA-11,PA-02--PA-03,PA-02,1/d^2,0.3615949958574396
Paderborn,PA-11,PA-02--PA-03,PA-03,1/d^2,0.6384050041425603
Paderborn,PA-11,PA-02--PA-03,PA-02,Wald + Wind,0.370124337162554
Paderborn,PA-11,PA-02--PA-03,PA-03,Wald + Wind,0.6298756628374459
Paderborn,PA-11,PA-02--PA-03,PA-02,Vollstaendig,0.4792459792348156
Paderborn,PA-11,PA-02--PA-03,PA-03,Vollstaendig,0.5207540207651844
Paderborn,PA-11,PA-02--PA-04,PA-02,Gleichgewichtung,0.5
Paderborn,PA-11,PA-02--PA-04,PA-04,Gleichgewichtung,0.5
Paderborn,PA-11,PA-02--PA-04,PA-02,1/d^2,0.3107242650039056
Paderborn,PA-11,PA-02--PA-04,PA-04,1/d^2,0.6892757349960944
Paderborn,PA-11,PA-02--PA-04,PA-02,Wald + Wind,0.4039386130517673
Paderborn,PA-11,PA-02--PA-04,PA-04,Wald + Wind,0.5960613869482327
Paderborn,PA-11,PA-02--PA-04,PA-02,Vollstaendig,0.5312711242592549
Paderborn,PA-11,PA-02--PA-04,PA-04,Vollstaendig,0.4687288757407452
Paderborn,PA-11,PA-02--PA-05,PA-02,Gleichgewichtung,0.5
Paderborn,PA-11,PA-02--PA-05,PA-05,Gleichgewichtung,0.5
Paderborn,PA-11,PA-02--PA-05,PA-02,1/d^2,0.2044035930166669
Paderborn,PA-11,PA-02--PA-05,PA-05,1/d^2,0.7955964069833329
Paderborn,PA-11,PA-02--PA-05,PA-02,Wald + Wind,0.2093976590526945
Paderborn,PA-11,PA-02--PA-05,PA-05,Wald + Wind,0.7906023409473055
Paderborn,PA-11,PA-02--PA-05,PA-02,Vollstaendig,0.4503579973794052
Paderborn,PA-11,PA-02--PA-05,PA-05,Vollstaendig,0.5496420026205947
Paderborn,PA-11,PA-02--PA-06,PA-02,Gleichgewichtung,0.5
Paderborn,PA-11,PA-02--PA-06,PA-06,Gleichgewichtung,0.5
Paderborn,PA-11,PA-02--PA-06,PA-02,1/d^2,0.1158144307969769
Paderborn,PA-11,PA-02--PA-06,PA-06,1/d^2,0.8841855692030232
Paderborn,PA-11,PA-02--PA-06,PA-02,Wald + Wind,0.1900426884203597
Paderborn,PA-11,PA-02--PA-06,PA-06,Wald + Wind,0.8099573115796402
Paderborn,PA-11,PA-02--PA-06,PA-02,Vollstaendig,0.4742194062562603
Paderborn,PA-11,PA-02--PA-06,PA-06,Vollstaendig,0.5257805937437396
Paderborn,PA-11,PA-02--PA-07,PA-02,Gleichgewichtung,0.5
Paderborn,PA-11,PA-02--PA-07,PA-07,Gleichgewichtung,0.5
Paderborn,PA-11,PA-02--PA-07,PA-02,1/d^2,0.1259216768223086
Paderborn,PA-11,PA-02--PA-07,PA-07,1/d^2,0.8740783231776913
Paderborn,PA-11,PA-02--PA-07,PA-02,Wald + Wind,0.1923753439628427
Paderborn,PA-11,PA-02--PA-07,PA-07,Wald + Wind,0.8076246560371572
Paderborn,PA-11,PA-02--PA-07,PA-02,Vollstaendig,0.4385128740603519
Paderborn,PA-11,PA-02--PA-07,PA-07,Vollstaendig,0.5614871259396481
Paderborn,PA-11,PA-02--PA-08,PA-02,Gleichgewichtung,0.5
Paderborn,PA-11,PA-02--PA-08,PA-08,Gleichgewichtung,0.5
Paderborn,PA-11,PA-02--PA-08,PA-02,1/d^2,0.1527962130489836
Paderborn,PA-11,PA-02--PA-08,PA-08,1/d^2,0.8472037869510163
Paderborn,PA-11,PA-02--PA-08,PA-02,Wald + Wind,0.1911314260964446
Paderborn,PA-11,PA-02--PA-08,PA-08,Wald + Wind,0.8088685739035554
Paderborn,PA-11,PA-02--PA-08,PA-02,Vollstaendig,0.4292358693778226
Paderborn,PA-11,PA-02--PA-08,PA-08,Vollstaendig,0.5707641306221775
Paderborn,PA-11,PA-02--PA-09,PA-02,Gleichgewichtung,0.5
Paderborn,PA-11,PA-02--PA-09,PA-09,Gleichgewichtung,0.5
Paderborn,PA-11,PA-02--PA-09,PA-02,1/d^2,0.0616620975948431
Paderborn,PA-11,PA-02--PA-09,PA-09,1/d^2,0.9383379024051568
Paderborn,PA-11,PA-02--PA-09,PA-02,Wald + Wind,0.2259920882716992
Paderborn,PA-11,PA-02--PA-09,PA-09,Wald + Wind,0.7740079117283007
Paderborn,PA-11,PA-02--PA-09,PA-02,Vollstaendig,0.4308524798398118
Paderborn,PA-11,PA-02--PA-09,PA-09,Vollstaendig,0.5691475201601882
Paderborn,PA-11,PA-02--PA-10,PA-02,Gleichgewichtung,0.5
Paderborn,PA-11,PA-02--PA-10,PA-10,Gleichgewichtung,0.5
Paderborn,PA-11,PA-02--PA-10,PA-02,1/d^2,0.0260230123028398
Paderborn,PA-11,PA-02--PA-10,PA-10,1/d^2,0.97397698769716
Paderborn,PA-11,PA-02--PA-10,PA-02,Wald + Wind,0.1991291813250441
Paderborn,PA-11,PA-02--PA-10,PA-10,Wald + Wind,0.8008708186749557
Paderborn,PA-11,PA-02--PA-10,PA-02,Vollstaendig,0.4704260137525843
Paderborn,PA-11,PA-02--PA-10,PA-10,Vollstaendig,0.5295739862474157
Paderborn,PA-11,PA-02--PA-12,PA-02,Gleichgewichtung,0.5
Paderborn,PA-11,PA-02--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-11,PA-02--PA-12,PA-02,1/d^2,0.0043785787307105
Paderborn,PA-11,PA-02--PA-12,PA-12,1/d^2,0.9956214212692897
Paderborn,PA-11,PA-02--PA-12,PA-02,Wald + Wind,0.1425955259473181
Paderborn,PA-11,PA-02--PA-12,PA-12,Wald + Wind,0.8574044740526819
Paderborn,PA-11,PA-02--PA-12,PA-02,Vollstaendig,0.3826586848039318
Paderborn,PA-11,PA-02--PA-12,PA-12,Vollstaendig,0.6173413151960682
Paderborn,PA-11,PA-03--PA-04,PA-03,Gleichgewichtung,0.5
Paderborn,PA-11,PA-03--PA-04,PA-04,Gleichgewichtung,0.5
Paderborn,PA-11,PA-03--PA-04,PA-03,1/d^2,0.4431747287982553
Paderborn,PA-11,PA-03--PA-04,PA-04,1/d^2,0.5568252712017446
Paderborn,PA-11,PA-03--PA-04,PA-03,Wald + Wind,0.5355903835584636
Paderborn,PA-11,PA-03--PA-04,PA-04,Wald + Wind,0.4644096164415364
Paderborn,PA-11,PA-03--PA-04,PA-03,Vollstaendig,0.5518904371254031
Paderborn,PA-11,PA-03--PA-04,PA-04,Vollstaendig,0.4481095628745969
Paderborn,PA-11,PA-03--PA-05,PA-03,Gleichgewichtung,0.5
Paderborn,PA-11,PA-03--PA-05,PA-05,Gleichgewichtung,0.5
Paderborn,PA-11,PA-03--PA-05,PA-03,1/d^2,0.3120511228167754
Paderborn,PA-11,PA-03--PA-05,PA-05,1/d^2,0.6879488771832246
Paderborn,PA-11,PA-03--PA-05,PA-03,Wald + Wind,0.3106940514735292
Paderborn,PA-11,PA-03--PA-05,PA-05,Wald + Wind,0.6893059485264708
Paderborn,PA-11,PA-03--PA-05,PA-03,Vollstaendig,0.4709924756824676
Paderborn,PA-11,PA-03--PA-05,PA-05,Vollstaendig,0.5290075243175323
Paderborn,PA-11,PA-03--PA-06,PA-03,Gleichgewichtung,0.5
Paderborn,PA-11,PA-03--PA-06,PA-06,Gleichgewichtung,0.5
Paderborn,PA-11,PA-03--PA-06,PA-03,1/d^2,0.1878212574774163
Paderborn,PA-11,PA-03--PA-06,PA-06,1/d^2,0.8121787425225837
Paderborn,PA-11,PA-03--PA-06,PA-03,Wald + Wind,0.2853555136498792
Paderborn,PA-11,PA-03--PA-06,PA-06,Wald + Wind,0.7146444863501207
Paderborn,PA-11,PA-03--PA-06,PA-03,Vollstaendig,0.4949626460568314
Paderborn,PA-11,PA-03--PA-06,PA-06,Vollstaendig,0.5050373539431685
Paderborn,PA-11,PA-03--PA-07,PA-03,Gleichgewichtung,0.5
Paderborn,PA-11,PA-03--PA-07,PA-07,Gleichgewichtung,0.5
Paderborn,PA-11,PA-03--PA-07,PA-03,1/d^2,0.2027714706690244
Paderborn,PA-11,PA-03--PA-07,PA-07,1/d^2,0.7972285293309754
Paderborn,PA-11,PA-03--PA-07,PA-03,Wald + Wind,0.2884414487510275
Paderborn,PA-11,PA-03--PA-07,PA-07,Wald + Wind,0.7115585512489726
Paderborn,PA-11,PA-03--PA-07,PA-03,Vollstaendig,0.4590579091838319
Paderborn,PA-11,PA-03--PA-07,PA-07,Vollstaendig,0.5409420908161682
Paderborn,PA-11,PA-03--PA-08,PA-03,Gleichgewichtung,0.5
Paderborn,PA-11,PA-03--PA-08,PA-08,Gleichgewichtung,0.5
Paderborn,PA-11,PA-03--PA-08,PA-03,1/d^2,0.2415156161216051
Paderborn,PA-11,PA-03--PA-08,PA-08,1/d^2,0.7584843838783949
Paderborn,PA-11,PA-03--PA-08,PA-03,Wald + Wind,0.2867969437539063
Paderborn,PA-11,PA-03--PA-08,PA-08,Wald + Wind,0.7132030562460936
Paderborn,PA-11,PA-03--PA-08,PA-03,Vollstaendig,0.4496943666338981
Paderborn,PA-11,PA-03--PA-08,PA-08,Vollstaendig,0.5503056333661017
Paderborn,PA-11,PA-03--PA-09,PA-03,Gleichgewichtung,0.5
Paderborn,PA-11,PA-03--PA-09,PA-09,Gleichgewichtung,0.5
Paderborn,PA-11,PA-03--PA-09,PA-03,1/d^2,0.1039587200540918
Paderborn,PA-11,PA-03--PA-09,PA-09,1/d^2,0.8960412799459081
Paderborn,PA-11,PA-03--PA-09,PA-03,Wald + Wind,0.3319455659913127
Paderborn,PA-11,PA-03--PA-09,PA-09,Wald + Wind,0.6680544340086872
Paderborn,PA-11,PA-03--PA-09,PA-03,Vollstaendig,0.4513271008226808
Paderborn,PA-11,PA-03--PA-09,PA-09,Vollstaendig,0.5486728991773192
Paderborn,PA-11,PA-03--PA-10,PA-03,Gleichgewichtung,0.5
Paderborn,PA-11,PA-03--PA-10,PA-10,Gleichgewichtung,0.5
Paderborn,PA-11,PA-03--PA-10,PA-03,1/d^2,0.0450468876787033
Paderborn,PA-11,PA-03--PA-10,PA-10,1/d^2,0.9549531123212966
Paderborn,PA-11,PA-03--PA-10,PA-03,Wald + Wind,0.2973262984895159
Paderborn,PA-11,PA-03--PA-10,PA-10,Wald + Wind,0.7026737015104841
Paderborn,PA-11,PA-03--PA-10,PA-03,Vollstaendig,0.491158327180954
Paderborn,PA-11,PA-03--PA-10,PA-10,Vollstaendig,0.5088416728190459
Paderborn,PA-11,PA-03--PA-12,PA-03,Gleichgewichtung,0.5
Paderborn,PA-11,PA-03--PA-12,PA-12,Gleichgewichtung,0.5
Paderborn,PA-11,PA-03--PA-12,PA-03,1/d^2,0.0077046648479243
Paderborn,PA-11,PA-03--PA-12,PA-12,1/d^2,0.9922953351520756
Paderborn,PA-11,PA-03--PA-12,PA-03,Wald + Wind,0.2205929662236424
Paderborn,PA-11,PA-03--PA-12,PA-12,Wald + Wind,0.7794070337763576
Paderborn,PA-11,PA-03--PA-12,PA-03,Vollstaendig,0.402462572382642
Paderborn,PA-11,PA-03--PA-12,PA-12,Vollstaendig,0.5975374276173581
Paderborn,PA-11,PA-04--PA-05,PA-04,Gleichgewichtung,0.5
Paderborn,PA-11,PA-04--PA-05,PA-05,Gleichgewichtung,0.5
Paderborn,PA-11,PA-04--PA-05,PA-04,1/d^2,0.3630246733241333
Paderborn,PA-11,PA-04--PA-05,PA-05,1/d^2,0.6369753266758666
Paderborn,PA-11,PA-04--PA-05,PA-04,Wald + Wind,0.2810055433957164
Paderborn,PA-11,PA-04--PA-05,PA-05,Wald + Wind,0.7189944566042836
Paderborn,PA-11,PA-04--PA-05,PA-04,Vollstaendig,0.4195861981940528
Paderborn,PA-11,PA-04--PA-05,PA-05,Vollstaendig,0.5804138018059471
Paderborn,PA-11,PA-04--PA-06,PA-04,Gleichgewichtung,0.5
Paderborn,PA-11,PA-04--PA-06,PA-06,Gleichgewichtung,0.5
Paderborn,PA-11,PA-04--PA-06,PA-04,1/d^2,0.2251430752132499
Paderborn,PA-11,PA-04--PA-06,PA-06,1/d^2,0.7748569247867501
Paderborn,PA-11,PA-04--PA-06,PA-04,Wald + Wind,0.2571848610399021
Paderborn,PA-11,PA-04--PA-06,PA-06,Wald + Wind,0.7428151389600979
Paderborn,PA-11,PA-04--PA-06,PA-04,Vollstaendig,0.4431316682976199
Paderborn,PA-11,PA-04--PA-06,PA-06,Vollstaendig,0.55686833170238
Paderborn,PA-11,PA-04--PA-07,PA-04,Gleichgewichtung,0.5
Paderborn,PA-11,PA-04--PA-07,PA-07,Gleichgewichtung,0.5
Paderborn,PA-11,PA-04--PA-07,PA-04,1/d^2,0.2421782068667685
Paderborn,PA-11,PA-04--PA-07,PA-07,1/d^2,0.7578217931332314
Paderborn,PA-11,PA-04--PA-07,PA-04,Wald + Wind,0.2600770175772437
Paderborn,PA-11,PA-04--PA-07,PA-07,Wald + Wind,0.7399229824227562
